activity_seq_name,activity_seq_path,activity_seq_length,activity
Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_ba_med_19,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_ba_med_19,11,hug
Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_le_med_17,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_le_med_17,10,hug
Jay_Leno_-_17_years_of_Mel_Gibson_on_the_Tonight_Show_hug_u_cm_np2_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Jay_Leno_-_17_years_of_Mel_Gibson_on_the_Tonight_Show_hug_u_cm_np2_le_med_1,16,hug
Free_Hugs_-_Medellin_hug_f_cm_np2_ba_med_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Medellin_hug_f_cm_np2_ba_med_6,14,hug
Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_ba_med_24,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_ba_med_24,15,hug
Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_ba_med_18,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_ba_med_18,15,hug
Free_Hugs_-_Gratis_umarmung_hug_f_cm_np2_le_bad_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Gratis_umarmung_hug_f_cm_np2_le_bad_9,9,hug
2007-05-26__Anni_hug_u_cm_np2_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/2007-05-26__Anni_hug_u_cm_np2_le_med_0,16,hug
Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_f_cm_np2_le_med_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_f_cm_np2_le_med_7,16,hug
Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_ba_med_21,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_ba_med_21,12,hug
Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_le_med_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_le_med_5,8,hug
Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_f_cm_np2_ba_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_f_cm_np2_ba_med_2,14,hug
-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_9,16,hug
-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_12,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_12,14,hug
Free_Hugs_-_Medellin_hug_f_cm_np2_ba_med_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Medellin_hug_f_cm_np2_ba_med_8,13,hug
-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_6,13,hug
American_History_X_hug_u_nm_np2_ba_med_25,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/American_History_X_hug_u_nm_np2_ba_med_25,27,hug
Crazy_Fan!_Michael_Jackson_in_M_nchen_hug_f_cm_np2_ba_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Crazy_Fan!_Michael_Jackson_in_M_nchen_hug_f_cm_np2_ba_bad_0,29,hug
American_Idol_Awards_Given_to_7_Winners_at_Walt_Disney_World_hug_u_cm_np2_ba_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/American_Idol_Awards_Given_to_7_Winners_at_Walt_Disney_World_hug_u_cm_np2_ba_med_0,7,hug
Free_Hugs_-_Medellin_hug_f_cm_np4_le_med_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Medellin_hug_f_cm_np4_le_med_5,14,hug
Free_Hugs_-_Paris_www_calins-gratuits_com_hug_f_cm_np2_ba_med_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Paris_www_calins-gratuits_com_hug_f_cm_np2_ba_med_8,16,hug
Free_Hugs_-_Paris_www_calins-gratuits_com_hug_u_cm_np2_le_med_13,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Paris_www_calins-gratuits_com_hug_u_cm_np2_le_med_13,16,hug
A_Beautiful_Mind_4_hug_u_cm_np3_ba_goo_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/A_Beautiful_Mind_4_hug_u_cm_np3_ba_goo_6,24,hug
Free_Hugs_-_Paris_www_calins-gratuits_com_hug_f_cm_np2_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Paris_www_calins-gratuits_com_hug_f_cm_np2_le_med_1,15,hug
Free_Hugs_-_Medellin_hug_f_cm_np4_le_med_10,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Medellin_hug_f_cm_np4_le_med_10,14,hug
-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_7,17,hug
Free_Hugs_-_Paris_www_calins-gratuits_com_hug_f_cm_np2_ba_med_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Paris_www_calins-gratuits_com_hug_f_cm_np2_ba_med_4,16,hug
American_Idol_Awards_Given_to_7_Winners_at_Walt_Disney_World_hug_u_cm_np2_ba_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/American_Idol_Awards_Given_to_7_Winners_at_Walt_Disney_World_hug_u_cm_np2_ba_med_2,16,hug
Free_Hugs_-_Gratis_umarmung_hug_u_cm_np2_le_med_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Gratis_umarmung_hug_u_cm_np2_le_med_5,14,hug
Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np3_le_med_28,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np3_le_med_28,21,hug
-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_1,18,hug
Free_Hugs_-_Gratis_umarmung_hug_u_cm_np4_le_med_13,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Gratis_umarmung_hug_u_cm_np4_le_med_13,16,hug
-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_11,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_le_goo_11,16,hug
-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_10,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np2_ba_goo_10,17,hug
-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np4_le_goo_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/-_FREE_HUGS_-_Abrazos_Gratis_www_abrazosgratis_org_hug_u_cm_np4_le_goo_5,20,hug
Free_Hugs_-_Paris_www_calins-gratuits_com_hug_u_cm_np2_le_med_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Paris_www_calins-gratuits_com_hug_u_cm_np2_le_med_7,16,hug
Emma_2008_Eurofinals_-_prize_giving_ceremony_Team_Pioneer_members_divx_hug_f_cm_np2_ba_med_11,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Emma_2008_Eurofinals_-_prize_giving_ceremony_Team_Pioneer_members_divx_hug_f_cm_np2_ba_med_11,16,hug
Free_Hugs_-_Medellin_hug_f_cm_np2_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Medellin_hug_f_cm_np2_le_med_0,13,hug
Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_ba_med_13,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_ba_med_13,10,hug
Free_Hugs_-_Gratis_umarmung_hug_u_cm_np2_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Gratis_umarmung_hug_u_cm_np2_le_med_2,15,hug
Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_le_med_25,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_le_med_25,11,hug
Free_Hugs_-_Paris_www_calins-gratuits_com_hug_u_cm_np2_ba_med_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Paris_www_calins-gratuits_com_hug_u_cm_np2_ba_med_9,16,hug
different_kinds_of_hugs_XD_hug_u_cm_np2_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/different_kinds_of_hugs_XD_hug_u_cm_np2_le_med_0,16,hug
Free_Hugs_-_Gratis_umarmung_hug_u_cm_np2_le_med_12,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Free_Hugs_-_Gratis_umarmung_hug_u_cm_np2_le_med_12,9,hug
Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_le_med_10,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/hug/Calins_gratuits_a_Paris_-_Free_Hugs_France_-_version_longue_hug_u_cm_np2_le_med_10,10,hug
Push_Ups_1_pushup_f_nm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Push_Ups_1_pushup_f_nm_np1_le_med_0,16,pushup
Chest_workout-_hip_pushups_pushup_u_nm_np1_fr_med_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Chest_workout-_hip_pushups_pushup_u_nm_np1_fr_med_4,29,pushup
100_push_ups_by_a_GIRL!!!_pushup_f_nm_np1_fr_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/100_push_ups_by_a_GIRL!!!_pushup_f_nm_np1_fr_goo_1,17,pushup
Luke_s_Push_Up_Challenge_pushup_f_cm_np1_fr_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Luke_s_Push_Up_Challenge_pushup_f_cm_np1_fr_goo_0,16,pushup
Chest_Muscle_Group_(for_sexy_arms__shoulders__back_and_abs!)_pushup_u_nm_np1_ri_goo_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Chest_Muscle_Group_(for_sexy_arms__shoulders__back_and_abs!)_pushup_u_nm_np1_ri_goo_5,23,pushup
push_ups_pushup_f_nm_np1_ri_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/push_ups_pushup_f_nm_np1_ri_goo_1,16,pushup
Ninja_Warrior_Ultimate_Push_up_Training_pushup_f_nm_np1_le_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Ninja_Warrior_Ultimate_Push_up_Training_pushup_f_nm_np1_le_goo_1,16,pushup
Girl_doing_30_GOOD_Push_Ups_pushup_f_nm_np1_le_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Girl_doing_30_GOOD_Push_Ups_pushup_f_nm_np1_le_goo_1,16,pushup
Pushups___The_Hardway!!!_Shaolin_Style_pushup_f_cm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Pushups___The_Hardway!!!_Shaolin_Style_pushup_f_cm_np1_le_med_1,16,pushup
Pushups_Workout__Push_Up_protein__Part_One_pushup_f_cm_np1_le_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Pushups_Workout__Push_Up_protein__Part_One_pushup_f_cm_np1_le_bad_5,16,pushup
Luke_s_Push_Up_Challenge_pushup_f_cm_np1_fr_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Luke_s_Push_Up_Challenge_pushup_f_cm_np1_fr_goo_2,16,pushup
PUSH_UP_pushup_f_cm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/PUSH_UP_pushup_f_cm_np1_fr_med_1,16,pushup
100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/100_Push-ups_Initial_Test_hundredpushups_com_pushup_f_nm_np1_fr_goo_1,16,pushup
Luke_s_Push_Up_Challenge_pushup_f_cm_np1_fr_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Luke_s_Push_Up_Challenge_pushup_f_cm_np1_fr_goo_1,16,pushup
Day_19__100_Pushups_a_Day_Challenge!_(_Break_Your_Rules_)_pushup_f_nm_np1_fr_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Day_19__100_Pushups_a_Day_Challenge!_(_Break_Your_Rules_)_pushup_f_nm_np1_fr_goo_1,15,pushup
Push_Up_Workout_--_Do_100_Total_Pushups_In_A_Row_pushup_f_nm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Push_Up_Workout_--_Do_100_Total_Pushups_In_A_Row_pushup_f_nm_np1_le_med_0,16,pushup
Push_Ups_1_pushup_f_nm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Push_Ups_1_pushup_f_nm_np1_le_med_2,16,pushup
Pushups_Workout__Push_Up_protein__Part_One_pushup_f_cm_np1_ri_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Pushups_Workout__Push_Up_protein__Part_One_pushup_f_cm_np1_ri_bad_0,16,pushup
push-up_or_shut_up_(IXK)_pushup_f_cm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/push-up_or_shut_up_(IXK)_pushup_f_cm_np1_le_med_2,16,pushup
38_push-ups!_Not_bad_for_a_girl_pushup_f_cm_np2_fr_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/38_push-ups!_Not_bad_for_a_girl_pushup_f_cm_np2_fr_med_3,17,pushup
DC_Personal_Trainer_-_How_To_Do_A_Push-up_The_RIGHT_Way_pushup_f_nm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/DC_Personal_Trainer_-_How_To_Do_A_Push-up_The_RIGHT_Way_pushup_f_nm_np1_ri_goo_0,21,pushup
100_push_ups_pushup_f_nm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/100_push_ups_pushup_f_nm_np1_ri_med_0,17,pushup
Push_Up_fitness_training_video_pushup_f_nm_np1_le_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Push_Up_fitness_training_video_pushup_f_nm_np1_le_goo_0,21,pushup
PUSH_UP_pushup_f_cm_np1_fr_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/PUSH_UP_pushup_f_cm_np1_fr_med_2,16,pushup
Chest_Muscle_Group_(for_sexy_arms__shoulders__back_and_abs!)_pushup_u_nm_np1_ri_goo_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Chest_Muscle_Group_(for_sexy_arms__shoulders__back_and_abs!)_pushup_u_nm_np1_ri_goo_4,21,pushup
Pushups_Workout__Push_Up_protein__Part_One_pushup_f_cm_np1_le_bad_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Pushups_Workout__Push_Up_protein__Part_One_pushup_f_cm_np1_le_bad_4,16,pushup
push-up_or_shut_up_(MLE)_pushup_f_cm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/push-up_or_shut_up_(MLE)_pushup_f_cm_np1_le_med_1,16,pushup
push-up_or_shut_up_(IXK)_pushup_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/push-up_or_shut_up_(IXK)_pushup_f_cm_np1_le_med_0,16,pushup
38_push-ups!_Not_bad_for_a_girl_pushup_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/38_push-ups!_Not_bad_for_a_girl_pushup_f_cm_np1_fr_med_0,17,pushup
Chris_Comfort_s_Push_Up_Workout_Part_I_pushup_f_nm_np1_ri_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Chris_Comfort_s_Push_Up_Workout_Part_I_pushup_f_nm_np1_ri_goo_2,33,pushup
38_push-ups!_Not_bad_for_a_girl_pushup_f_cm_np2_fr_med_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/38_push-ups!_Not_bad_for_a_girl_pushup_f_cm_np2_fr_med_4,17,pushup
Chest_Muscle_Group_(for_sexy_arms__shoulders__back_and_abs!)_pushup_u_nm_np1_ri_goo_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Chest_Muscle_Group_(for_sexy_arms__shoulders__back_and_abs!)_pushup_u_nm_np1_ri_goo_3,22,pushup
65_year_old_iron_man_doing_1000_Push_ups_pushup_f_cm_np1_le_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/65_year_old_iron_man_doing_1000_Push_ups_pushup_f_cm_np1_le_goo_2,16,pushup
Laura_-_PushUps_pushup_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Laura_-_PushUps_pushup_f_cm_np1_le_med_0,16,pushup
pseudo_planche_pushups_pushup_u_nm_np1_ri_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/pseudo_planche_pushups_pushup_u_nm_np1_ri_bad_1,16,pushup
100_push_ups_by_a_GIRL!!!_pushup_f_nm_np1_fr_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/100_push_ups_by_a_GIRL!!!_pushup_f_nm_np1_fr_goo_2,17,pushup
Lori_Does_Desktop_Pushups_pushup_f_nm_np1_le_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Lori_Does_Desktop_Pushups_pushup_f_nm_np1_le_goo_0,16,pushup
100_push_ups_by_a_GIRL!!!_pushup_f_nm_np1_fr_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/100_push_ups_by_a_GIRL!!!_pushup_f_nm_np1_fr_goo_0,17,pushup
Chris_Comfort_s_Push_Up_Workout_Part_I_pushup_f_nm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Chris_Comfort_s_Push_Up_Workout_Part_I_pushup_f_nm_np1_ri_goo_0,31,pushup
Laura_-_PushUps_pushup_f_cm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Laura_-_PushUps_pushup_f_cm_np1_le_med_2,16,pushup
PUSH_UP_pushup_u_cm_np1_ba_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/PUSH_UP_pushup_u_cm_np1_ba_med_3,16,pushup
pseudo_planche_pushups_pushup_u_nm_np1_ri_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/pseudo_planche_pushups_pushup_u_nm_np1_ri_bad_2,16,pushup
Push_Up_fitness_training_video_pushup_f_nm_np1_le_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Push_Up_fitness_training_video_pushup_f_nm_np1_le_goo_2,19,pushup
Pushups___The_Hardway!!!_Shaolin_Style_pushup_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Pushups___The_Hardway!!!_Shaolin_Style_pushup_f_cm_np1_le_med_0,14,pushup
Push_Up_Battle_pushup_u_nm_np2_le_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Push_Up_Battle_pushup_u_nm_np2_le_bad_0,17,pushup
Chest_Muscle_Group_(for_sexy_arms__shoulders__back_and_abs!)_pushup_u_nm_np1_le_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Chest_Muscle_Group_(for_sexy_arms__shoulders__back_and_abs!)_pushup_u_nm_np1_le_goo_0,19,pushup
Push_Ups_1_pushup_f_nm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Push_Ups_1_pushup_f_nm_np1_le_med_1,16,pushup
Chest_workout-_hip_pushups_pushup_u_nm_np1_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Chest_workout-_hip_pushups_pushup_u_nm_np1_ri_med_1,46,pushup
Push_Up_fitness_training_video_pushup_f_nm_np1_le_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Push_Up_fitness_training_video_pushup_f_nm_np1_le_goo_1,18,pushup
Pushups___The_Hardway!!!_Shaolin_Style_pushup_f_cm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Pushups___The_Hardway!!!_Shaolin_Style_pushup_f_cm_np1_le_med_2,16,pushup
Lori_Does_Desktop_Pushups_pushup_f_nm_np1_le_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Lori_Does_Desktop_Pushups_pushup_f_nm_np1_le_goo_1,16,pushup
Pushups_Workout__Push_Up_protein__Part_One_pushup_f_cm_np1_le_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Pushups_Workout__Push_Up_protein__Part_One_pushup_f_cm_np1_le_bad_3,16,pushup
Chest_workout-_hip_pushups_pushup_u_nm_np1_ri_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Chest_workout-_hip_pushups_pushup_u_nm_np1_ri_med_2,30,pushup
Chest_Muscle_Group_(for_sexy_arms__shoulders__back_and_abs!)_pushup_u_nm_np1_le_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Chest_Muscle_Group_(for_sexy_arms__shoulders__back_and_abs!)_pushup_u_nm_np1_le_goo_1,23,pushup
38_push-ups!_Not_bad_for_a_girl_pushup_f_cm_np1_fr_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/38_push-ups!_Not_bad_for_a_girl_pushup_f_cm_np1_fr_med_2,17,pushup
push-up_or_shut_up_(MLE)_pushup_f_cm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/push-up_or_shut_up_(MLE)_pushup_f_cm_np1_le_med_2,16,pushup
100_push_ups_pushup_f_nm_np1_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/100_push_ups_pushup_f_nm_np1_ri_med_1,17,pushup
push_ups_pushup_f_nm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/push_ups_pushup_f_nm_np1_ri_goo_0,16,pushup
38_push-ups!_Not_bad_for_a_girl_pushup_f_cm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/38_push-ups!_Not_bad_for_a_girl_pushup_f_cm_np1_fr_med_1,17,pushup
Day_19__100_Pushups_a_Day_Challenge!_(_Break_Your_Rules_)_pushup_f_nm_np1_fr_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Day_19__100_Pushups_a_Day_Challenge!_(_Break_Your_Rules_)_pushup_f_nm_np1_fr_goo_2,16,pushup
PUSH_UP_pushup_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/PUSH_UP_pushup_f_cm_np1_fr_med_0,16,pushup
Girl_doing_30_GOOD_Push_Ups_pushup_f_nm_np1_le_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Girl_doing_30_GOOD_Push_Ups_pushup_f_nm_np1_le_goo_0,16,pushup
65_year_old_iron_man_doing_1000_Push_ups_pushup_f_cm_np1_le_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/65_year_old_iron_man_doing_1000_Push_ups_pushup_f_cm_np1_le_goo_1,16,pushup
Angela_pushup_u_cm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Angela_pushup_u_cm_np1_le_med_1,16,pushup
Exercise_Clip_-_Push-up_Improvement_with_SGT_Ken_pushup_f_cm_np1_fr_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Exercise_Clip_-_Push-up_Improvement_with_SGT_Ken_pushup_f_cm_np1_fr_med_2,16,pushup
100_push_ups_pushup_f_nm_np1_ri_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/100_push_ups_pushup_f_nm_np1_ri_med_2,17,pushup
PUSH_UP_pushup_u_cm_np1_ba_med_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/PUSH_UP_pushup_u_cm_np1_ba_med_4,16,pushup
Lori_Does_Desktop_Pushups_pushup_f_nm_np1_le_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Lori_Does_Desktop_Pushups_pushup_f_nm_np1_le_goo_2,16,pushup
Chris_Comfort_s_Push_Up_Workout_Part_I_pushup_f_nm_np1_ri_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Chris_Comfort_s_Push_Up_Workout_Part_I_pushup_f_nm_np1_ri_goo_1,29,pushup
Chest_Muscle_Group_(for_sexy_arms__shoulders__back_and_abs!)_pushup_u_nm_np1_le_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/Chest_Muscle_Group_(for_sexy_arms__shoulders__back_and_abs!)_pushup_u_nm_np1_le_goo_2,18,pushup
pseudo_planche_pushups_pushup_u_nm_np1_ri_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pushup/pseudo_planche_pushups_pushup_u_nm_np1_ri_bad_0,17,pushup
